Image Path,Clothes,Cloth Pattern ,Gender,HOURGLASS,APPLE,PEAR,RECTANGLE ,TRIANGLE,INVERTED TRIANGLE,OVAL ,TRAPEZOID
C:\xampp\htdocs\URasethetic\images\Women\square neckline .png,square neckline,0,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\square neckline top.png,square neckline top,2,1,85,80,85,70,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Women\step neckline .png,step neckline,0,1,80,75,80,85,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\stir up pants.png,stir up pants,3,1,90,85,90,85,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\straight cut kurta.png,straight cut kurta,7,1,90,85,90,85,0,85,0,0
C:\xampp\htdocs\URasethetic\images\Women\straight jeans pants.png,straight jeans pants,3,1,95,75,95,85,0,85,0,0
C:\xampp\htdocs\URasethetic\images\Women\strapless dress.png,strapless dress,5,1,95,90,95,85,0,85,0,0
C:\xampp\htdocs\URasethetic\images\Women\strapless jumpsuit .png,strapless jumpsuit,6,1,95,90,95,85,0,85,0,0
C:\xampp\htdocs\URasethetic\images\Women\strapless neckline .png,strapless neckline,0,1,95,90,95,85,0,85,0,0
C:\xampp\htdocs\URasethetic\images\Women\striped jumpsuit .png,striped jumpsuit,6,1,95,90,95,85,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\striped top .png,striped top,2,1,90,90,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\stripes top.png,stripes top,2,1,90,85,90,80,0,85,0,0
C:\xampp\htdocs\URasethetic\images\Women\sun dress.png,sun dress,5,1,95,85,95,85,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Women\super crop top .png,super crop top,2,1,80,90,80,70,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\surplice neckline .png,surplice neckline,0,1,85,75,85,75,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\sweat pants .png,sweat pants,3,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\sweatshirt - top.png,sweatshirt - top,2,1,90,85,90,80,0,85,0,0
C:\xampp\htdocs\URasethetic\images\Women\sweatshirt dress.png,sweatshirt dress,5,1,95,90,95,85,0,85,0,0
C:\xampp\htdocs\URasethetic\images\Women\sweetheart dress.png,sweetheart dress,5,1,95,90,95,85,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\sweetheart neckline .png,sweetheart neckline,0,1,90,80,85,70,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\sweetheart neckline top.png,sweetheart neckline top,2,1,90,80,85,70,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\t shirt dress.png,t shirt dress,5,1,85,75,80,75,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Women\tank top.png,tank top,2,1,85,75,80,75,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Women\tapered jeans pants.png,tapered jeans pants,3,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\tent dress.png,tent dress,5,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\tie bow neckline .png,tie bow neckline,0,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\tie front top.png,tie front top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\tie neck neckline .png,tie neck neckline,0,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\tie shoulder cami top.png,tie shoulder cami top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\tie up bralette top.png,tie up bralette top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\tieing top.png,tieing top,2,1,80,75,80,70,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Women\tiered dress.png,tiered dress,5,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\tiered skirt.png,tiered skirt,4,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\trapeze neckline .png,trapeze neckline,0,1,80,75,80,70,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Women\trapeze top.png,trapeze top,2,1,80,75,80,70,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Women\trapezoid dress.png,trapezoid dress,5,1,80,75,80,70,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Women\trouser pants.png,trouser pants,3,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\trumpet skirt.png,trumpet skirt,4,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\tube skirt .png,tube skirt,4,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\tube top.png,tube top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\tulip dress .png,tulip dress,5,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\tulip skirt.png,tulip skirt,4,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\tulip sleeve.png,tulip sleeve,1,1,80,75,80,70,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Women\tulle skirt .png,tulle skirt,4,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\tunic dress .png,tunic dress,5,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\tunic kurta top.png,tunic kurta top,2,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\tunic shirt dress.png,tunic shirt dress,5,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\tunic style kurta .png,tunic style kurta,7,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\tunic top .png,tunic top,2,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\turtle neck neckline .png,turtle neck neckline,0,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\turtle neck top .png,turtle neck top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\twisted top.png,twisted top,2,1,80,75,80,70,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Women\two colour jumpsuit .png,two colour jumpsuit,6,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\two piece dress.png,two piece dress,5,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\u neckline .png,u neckline,0,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\u neckline top.png,u neckline top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\underbust corset top .png,underbust corset top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\utility jumpsuit .png,utility jumpsuit,6,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\v line dress.png,v line dress,5,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\v neck lose fitted top.png,v neck lose fitted top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\v neck top.png,v neck top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\v neckline.png,v neckline,0,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\Veronica blouse top.png,Veronica blouse top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\vertical stripes top.png,vertical stripes top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\vest top.png,vest top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\virago sleeve .png,virago sleeve,1,1,80,75,80,70,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Women\waist tie ups top.png,waist tie ups top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\wide leg jumpsuit .png,wide leg jumpsuit,6,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\wide square neck top.png,wide square neck top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\wide straps sleeve .png,wide straps sleeve,1,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\wideleg jeans pants.png,wideleg jeans pants,3,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\window pane pattern shirt - top.png,window pane pattern shirt - top,2,1,85,80,90,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\wrap bust top.png,wrap bust top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\wrap dress.png,wrap dress,5,1,90,85,85,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\wrap jumpsuit .png,wrap jumpsuit,6,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\wrap skirt .png,wrap skirt,4,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\wrap top.png,wrap top,2,1,90,85,90,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\x line dress .png,x line dress,5,1,85,80,90,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\y neckline .png,y neckline,0,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\y neckline top.png,y neckline top,2,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\yoke dress .png,yoke dress,5,1,90,85,85,80,0,80,0,0
C:\xampp\htdocs\URasethetic\images\Women\yoke neckline .png,yoke neckline,0,1,90,80,90,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\yoke top .png,yoke top,2,1,85,80,90,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\yoke waist skirt .png,yoke waist skirt,4,1,85,80,85,75,0,75,0,0
C:\xampp\htdocs\URasethetic\images\Women\zig zag neckline.png,zig zag neckline,0,1,80,75,85,70,0,70,0,0
C:\xampp\htdocs\URasethetic\images\Men\baggy jeans pants.png,baggy jeans pants,10,2,0,0,0,60,50,50,40,60
C:\xampp\htdocs\URasethetic\images\Men\band collar shirt.png,band collar shirt,8,2,0,0,0,80,80,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\banded collar .png,banded collar,9,2,0,0,0,80,80,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\baseball tee.png,baseball tee,8,2,0,0,0,70,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\bush pants .png,bush pants,10,2,0,0,0,60,40,40,40,50
C:\xampp\htdocs\URasethetic\images\Men\button down collar .png,button down collar,9,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\button down shirt .png,button down shirt,8,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\camp collar .png,camp collar,9,2,0,0,0,80,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\cargo pants .png,cargo pants,10,2,0,0,0,60,50,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\cataway 2 button band collar .png,cataway 2 button band collar,9,2,0,0,0,80,80,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\cataway collar .png,cataway collar,9,2,0,0,0,80,80,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\chinos pants.png,chinos pants,10,2,0,0,0,70,60,60,60,70
C:\xampp\htdocs\URasethetic\images\Men\classic collar .png,classic collar,9,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\classic soft collar .png,classic soft collar,9,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\club collar .png,club collar,9,2,0,0,0,70,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\contrast collar .png,contrast collar,9,2,0,0,0,70,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\cuban collar shirt .png,cuban collar shirt,8,2,0,0,0,80,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\curved cut away collar .png,curved cut away collar,9,2,0,0,0,70,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\cutaway 2 button collar.png,cutaway 2 button collar,9,2,0,0,0,70,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\cutaway collar .png,cutaway collar,9,2,0,0,0,60,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\denim shirt.png,denim shirt,8,2,0,0,0,70,60,60,60,70
C:\xampp\htdocs\URasethetic\images\Men\double collar .png,double collar,9,2,0,0,0,70,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\English cutaway collar .png,English cutaway collar,9,2,0,0,0,60,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\flannel shirt .png,flannel shirt,8,2,0,0,0,70,60,60,60,70
C:\xampp\htdocs\URasethetic\images\Men\flap pocket shirt .png,flap pocket shirt,8,2,0,0,0,70,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\full cutaway collar .png,full cutaway collar,9,2,0,0,0,80,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\grand dad collar .png,grand dad collar,9,2,0,0,0,60,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\Hawaiian shirt .png,Hawaiian shirt,8,2,0,0,0,70,60,60,60,70
C:\xampp\htdocs\URasethetic\images\Men\henley shirt.png,henley shirt,8,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\hidden button down collar .png,hidden button down collar,9,2,0,0,0,80,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\high waisted trousers pants.png,high waisted trousers pants,10,2,0,0,0,60,80,80,80,70
C:\xampp\htdocs\URasethetic\images\Men\hoodie .png,hoodie,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\horizontal stripe shirt .png,horizontal stripe shirt,8,2,0,0,0,70,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\Italian spread collar .png,Italian spread collar,9,2,0,0,0,70,70,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\jacket.png,jacket,8,2,0,0,0,80,80,80,80,80
C:\xampp\htdocs\URasethetic\images\Men\jeans pants.png,jeans pants,10,2,0,0,0,70,60,60,60,70
C:\xampp\htdocs\URasethetic\images\Men\jersey .png,jersey,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\joggers pants.png,joggers pants,10,2,0,0,0,60,50,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\khakis pants.png,khakis pants,10,2,0,0,0,70,60,50,60,70
C:\xampp\htdocs\URasethetic\images\Men\knit shirt .png,knit shirt,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\linen shirt .png,linen shirt,8,2,0,0,0,70,70,60,80,80
C:\xampp\htdocs\URasethetic\images\Men\linen trousers pants.png,linen trousers pants,10,2,0,0,0,70,60,70,60,70
C:\xampp\htdocs\URasethetic\images\Men\long sleeve jersey.png,long sleeve jersey,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\long sleeve tee.png,long sleeve tee,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\Mandarin collar .png,Mandarin collar,9,2,0,0,0,80,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\mock tee.png,mock tee,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\one piece collar .png,one piece collar,9,2,0,0,0,72,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\overshirt .png,overshirt,8,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\Oxford button down shirt .png,Oxford button down shirt,8,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\pajama collar .png,pajama collar,9,2,0,0,0,80,80,80,80,80
C:\xampp\htdocs\URasethetic\images\Men\pinned collar .png,pinned collar,9,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\plaid pants .png,plaid pants,10,2,0,0,0,60,50,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\plaid shirt .png,plaid shirt,8,2,0,0,0,70,70,70,70,70
C:\xampp\htdocs\URasethetic\images\Men\pleated pants.png,pleated pants,10,2,0,0,0,60,50,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\pocket tee .png,pocket tee,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\polo tshirt .png,polo tshirt,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\relaxed fit pants.png,relaxed fit pants,10,2,0,0,0,60,50,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\rugby shirt .png,rugby shirt,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\sailor collar .png,sailor collar,9,2,0,0,0,80,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\shawl neckline collar.png,shawl neckline collar,9,2,0,0,0,80,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\short sleeve shirt .png,short sleeve shirt,8,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\short sleeve tshirt .png,short sleeve tshirt,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\shorts- pants.png,shorts- pants,10,2,0,0,0,60,50,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\skinny jeans pants.png,skinny jeans pants,10,2,0,0,0,60,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\slim fit pants.png,slim fit pants,10,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\small button down collar .png,small button down collar,9,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\small club collar .png,small club collar,9,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\spread collar .png,spread collar,9,2,0,0,0,70,71,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\stand collar .png,stand collar,9,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\straight jeans pants.png,straight jeans pants,10,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\straight point collar .png,straight point collar,9,2,0,0,0,70,50,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\sweat pants.png,sweat pants,10,2,0,0,0,60,60,50,50,75
C:\xampp\htdocs\URasethetic\images\Men\sweatshirt .png,sweatshirt,8,2,0,0,0,70,70,60,60,75
C:\xampp\htdocs\URasethetic\images\Men\tab collar .png,tab collar,9,2,0,0,0,70,50,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\tank .png,tank,8,2,0,0,0,60,60,50,50,60
C:\xampp\htdocs\URasethetic\images\Men\torn jeans pants.png,torn jeans pants,10,2,0,0,0,60,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\tshirt .png,tshirt,8,2,0,0,0,70,70,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\turtle neck .png,turtle neck,8,2,0,0,0,70,70,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\tuxedo shirt.png,tuxedo shirt,8,2,0,0,0,70,50,70,80,80
C:\xampp\htdocs\URasethetic\images\Men\utility pants.png,utility pants,10,2,0,0,0,60,60,50,50,80
C:\xampp\htdocs\URasethetic\images\Men\utility work tshirt .png,utility work tshirt,8,2,0,0,0,70,60,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\v neck tee.png,v neck tee,8,2,0,0,0,70,70,60,60,60
C:\xampp\htdocs\URasethetic\images\Men\vertical stripe shirt.png,vertical stripe shirt,8,2,0,0,0,70,70,60,70,60
C:\xampp\htdocs\URasethetic\images\Men\Western shirt.png,Western shirt,8,2,0,0,0,70,50,60,70,70
C:\xampp\htdocs\URasethetic\images\Men\wide leg pants.png,wide leg pants,10,2,0,0,0,60,60,50,50,70
